day,Class,time,kwh_min,kwh_max,kwh_avg,kwh_sum,count
215,A,1,0.025,0.025,0.025,0.025,1
215,A,17,0.027,0.027,0.027,0.027,1
215,A,24,0.113,0.113,0.113,0.113,1
215,A,31,0.025,0.025,0.025,0.025,1
215,A,39,0.109,0.109,0.109,0.109,1
215,A,46,0.024,0.024,0.024,0.024,1
215,C,1,0.13,0.289,0.20600000000000002,0.8240000000000001,4
215,C,17,0.025,0.587,0.25675,1.027,4
215,C,24,0.112,4.353,1.28925,5.157,4
215,C,31,0.042,1.998,1.01375,4.055,4
215,C,39,0.099,0.735,0.44025000000000003,1.7610000000000001,4
215,C,46,0.399,1.102,0.7217499999999999,2.8869999999999996,4
215,E,1,0.071,0.13,0.09400000000000001,0.28200000000000003,3
215,E,17,0.071,0.184,0.13,0.39,3
215,E,24,0.035,0.435,0.18033333333333335,0.541,3
215,E,31,0.072,0.823,0.39866666666666667,1.196,3
215,E,39,0.0,1.002,0.505,1.5150000000000001,3
215,E,46,0.0,0.279,0.16066666666666668,0.48200000000000004,3
215,G,1,0.238,0.798,0.4168333333333334,2.5010000000000003,6
215,G,17,0.079,0.627,0.3611666666666667,2.1670000000000003,6
215,G,24,0.429,3.314,1.529,9.174,6
215,G,31,0.135,2.676,0.9674999999999999,5.805,6
215,G,39,0.247,2.469,1.2423333333333335,7.454000000000001,6
215,G,46,0.312,1.678,0.9408333333333333,5.645,6
215,H,1,0.044,0.444,0.301,0.903,3
215,H,17,0.054,0.293,0.151,0.45299999999999996,3
215,H,24,0.326,0.701,0.501,1.5030000000000001,3
215,H,31,0.321,0.984,0.6083333333333333,1.825,3
215,H,39,0.319,1.222,0.767,2.301,3
215,H,46,0.384,1.438,0.8823333333333334,2.6470000000000002,3
215,I,1,0.02,1.665,0.4008846153846154,10.423,26
215,I,17,0.009,4.689,0.5695769230769231,14.809,26
215,I,24,0.009,3.42,0.6391923076923078,16.619000000000003,26
215,I,31,0.009,2.347,0.5978076923076924,15.543000000000001,26
215,I,39,0.009,1.462,0.5300384615384615,13.780999999999997,26
215,I,46,0.089,3.069,0.6780384615384616,17.629,26
215,J,1,0.29,0.29,0.29,0.29,1
215,J,17,0.146,0.146,0.146,0.146,1
215,J,24,0.427,0.427,0.427,0.427,1
215,J,31,1.647,1.647,1.647,1.647,1
215,J,39,0.625,0.625,0.625,0.625,1
215,J,46,0.385,0.385,0.385,0.385,1
215,K,1,0.023,1.298,0.20733333333333334,2.488,12
215,K,17,0.03,0.379,0.11325,1.359,12
215,K,24,0.023,0.966,0.26625000000000004,3.1950000000000003,12
215,K,31,0.017,0.395,0.16716666666666669,2.0060000000000002,12
215,K,39,0.045,1.373,0.2656666666666666,3.1879999999999993,12
215,K,46,0.04,0.552,0.23658333333333328,2.8389999999999995,12
215,M,1,0.392,1.037,0.7144999999999999,1.4289999999999998,2
215,M,17,0.18,0.229,0.20450000000000002,0.40900000000000003,2
215,M,24,0.185,0.253,0.219,0.438,2
215,M,31,0.178,4.831,2.5045,5.009,2
215,M,39,0.347,1.714,1.0305,2.061,2
215,M,46,0.471,1.286,0.8785000000000001,1.7570000000000001,2
215,O,1,0.597,0.597,0.597,0.597,1
215,O,17,0.172,0.172,0.172,0.172,1
215,O,24,1.331,1.331,1.331,1.331,1
215,O,31,0.564,0.564,0.564,0.564,1
215,O,39,0.179,0.179,0.179,0.179,1
215,O,46,1.196,1.196,1.196,1.196,1
216,,1,0.018,2.226,0.4125853658536586,16.916000000000004,41
216,,17,0.017,4.582,0.6657317073170732,27.295,41
216,,24,0.015,12.979,1.263487804878049,51.803000000000004,41
216,,31,0.01,10.249,1.0898780487804878,44.685,41
216,,39,0.021,9.074,1.1369024390243905,46.61300000000001,41
216,,46,0.028,5.971,0.7710975609756098,31.615000000000002,41
216,A,1,0.113,0.113,0.113,0.113,1
216,A,17,0.112,0.112,0.112,0.112,1
216,A,24,0.024,0.024,0.024,0.024,1
216,A,31,0.115,0.115,0.115,0.115,1
216,A,39,0.116,0.116,0.116,0.116,1
216,A,46,0.024,0.024,0.024,0.024,1
216,C,1,0.234,0.901,0.47375,1.895,4
216,C,17,0.02,0.989,0.34775,1.391,4
216,C,24,0.02,0.213,0.13,0.52,4
216,C,31,0.113,0.438,0.24624999999999997,0.9849999999999999,4
216,C,39,0.092,1.859,0.75675,3.027,4
216,C,46,0.302,1.3,0.7575,3.03,4
216,E,1,0.036,0.127,0.077,0.231,3
216,E,17,0.002,0.785,0.316,0.9480000000000001,3
216,E,24,0.0,0.127,0.08133333333333333,0.244,3
216,E,31,0.016,2.525,0.886,2.658,3
216,E,39,0.078,1.488,0.6096666666666667,1.829,3
216,E,46,0.021,0.506,0.2976666666666667,0.893,3
216,G,1,0.159,0.516,0.2771666666666667,1.663,6
216,G,17,0.054,2.524,0.6896666666666667,4.138,6
216,G,24,0.131,3.001,1.0323333333333333,6.194,6
216,G,31,0.105,0.759,0.3363333333333334,2.0180000000000002,6
216,G,39,0.091,3.107,1.4880000000000002,8.928,6
216,G,46,0.407,3.245,0.9573333333333335,5.744000000000001,6
216,H,1,0.035,0.378,0.17466666666666666,0.524,3
216,H,17,0.042,2.4,0.8873333333333333,2.662,3
216,H,24,0.301,1.035,0.5826666666666666,1.7479999999999998,3
216,H,31,0.034,0.637,0.33266666666666667,0.998,3
216,H,39,0.042,1.911,0.7573333333333334,2.2720000000000002,3
216,H,46,0.108,0.967,0.4366666666666667,1.31,3
216,I,1,0.048,1.373,0.31392307692307686,8.161999999999999,26
216,I,17,0.009,4.985,0.4892307692307692,12.719999999999999,26
216,I,24,0.006,2.761,0.4751538461538462,12.354000000000001,26
216,I,31,0.009,1.529,0.37376923076923074,9.718,26
216,I,39,0.009,2.798,0.5966538461538462,15.513000000000002,26
216,I,46,0.107,1.375,0.5071153846153845,13.184999999999999,26
216,J,1,0.122,0.122,0.122,0.122,1
216,J,17,0.156,0.156,0.156,0.156,1
216,J,24,0.528,0.528,0.528,0.528,1
216,J,31,1.979,1.979,1.979,1.979,1
216,J,39,1.479,1.479,1.479,1.479,1
216,J,46,0.404,0.404,0.404,0.404,1
216,K,1,0.023,1.378,0.23099999999999998,2.772,12
216,K,17,0.015,0.62,0.14783333333333334,1.774,12
216,K,24,0.01,1.334,0.2660833333333333,3.1929999999999996,12
216,K,31,0.048,0.243,0.11975000000000001,1.437,12
216,K,39,0.026,1.094,0.23841666666666664,2.8609999999999998,12
216,K,46,0.104,1.25,0.45291666666666663,5.435,12
216,M,1,0.201,1.726,0.9635,1.927,2
216,M,17,0.303,0.518,0.4105,0.821,2
216,M,24,0.147,0.79,0.4685,0.937,2
216,M,31,0.213,1.309,0.761,1.522,2
216,M,39,0.366,7.694,4.03,8.06,2
216,M,46,0.552,1.131,0.8415,1.683,2
216,O,1,1.574,1.574,1.574,1.574,1
216,O,17,0.175,0.175,0.175,0.175,1
216,O,24,2.418,2.418,2.418,2.418,1
216,O,31,3.343,3.343,3.343,3.343,1
216,O,39,0.447,0.447,0.447,0.447,1
216,O,46,0.713,0.713,0.713,0.713,1
217,,1,0.022,2.487,0.42946341463414633,17.608,41
217,,17,0.023,7.533,0.8024878048780488,32.902,41
217,,24,0.027,11.076,1.1795365853658537,48.361000000000004,41
217,,31,0.027,10.436,1.2424146341463413,50.93899999999999,41
217,,39,0.012,9.182,1.0166341463414634,41.682,41
217,,46,0.027,6.258,0.9186097560975609,37.663,41
217,A,1,0.114,0.114,0.114,0.114,1
217,A,17,0.114,0.114,0.114,0.114,1
217,A,24,0.026,0.026,0.026,0.026,1
217,A,31,0.115,0.115,0.115,0.115,1
217,A,39,0.118,0.118,0.118,0.118,1
217,A,46,0.025,0.025,0.025,0.025,1
217,C,1,0.22,1.016,0.5505,2.202,4
217,C,17,0.093,0.487,0.20525,0.821,4
217,C,24,0.076,1.625,0.67725,2.709,4
217,C,31,0.075,0.347,0.20299999999999999,0.8119999999999999,4
217,C,39,0.043,3.196,1.6557500000000003,6.623000000000001,4
217,C,46,0.319,2.741,0.93875,3.755,4
217,E,1,0.0,0.438,0.18866666666666668,0.5660000000000001,3
217,E,17,0.046,1.019,0.4016666666666666,1.2049999999999998,3
217,E,24,0.0,0.423,0.18266666666666667,0.548,3
217,E,31,0.037,1.698,0.619,1.857,3
217,E,39,0.029,1.069,0.7173333333333334,2.152,3
217,E,46,0.068,0.638,0.316,0.948,3
217,G,1,0.154,0.896,0.3445,2.0669999999999997,6
217,G,17,0.185,2.121,0.757,4.542,6
217,G,24,0.123,3.689,1.438,8.628,6
217,G,31,0.11,2.272,0.7921666666666666,4.752999999999999,6
217,G,39,0.386,1.467,0.7246666666666667,4.348,6
217,G,46,0.32,0.668,0.5006666666666667,3.004,6
217,H,1,0.037,0.352,0.18833333333333332,0.565,3
217,H,17,0.058,0.95,0.43933333333333335,1.318,3
217,H,24,0.019,0.364,0.19599999999999998,0.588,3
217,H,31,0.152,0.423,0.29666666666666663,0.8899999999999999,3
217,H,39,0.312,3.483,2.176,6.5280000000000005,3
217,H,46,0.659,1.256,0.8596666666666666,2.5789999999999997,3
217,I,1,0.027,1.916,0.4014230769230769,10.437,26
217,I,17,0.009,2.529,0.43730769230769234,11.370000000000001,26
217,I,24,0.009,2.993,0.5095769230769231,13.249000000000002,26
217,I,31,0.009,3.278,0.4751538461538462,12.354000000000001,26
217,I,39,0.009,2.689,0.6232307692307691,16.203999999999997,26
217,I,46,0.108,3.987,0.6658076923076924,17.311000000000003,26
217,J,1,0.911,0.911,0.911,0.911,1
217,J,17,0.122,0.122,0.122,0.122,1
217,J,24,0.37,0.37,0.37,0.37,1
217,J,31,0.447,0.447,0.447,0.447,1
217,J,39,1.187,1.187,1.187,1.187,1
217,J,46,0.644,0.644,0.644,0.644,1
217,K,1,0.032,1.311,0.3445833333333333,4.135,12
217,K,17,0.031,0.447,0.15608333333333332,1.8729999999999998,12
217,K,24,0.017,0.474,0.20174999999999998,2.421,12
217,K,31,0.01,0.529,0.2001666666666667,2.402,12
217,K,39,0.028,0.284,0.15075,1.809,12
217,K,46,0.045,0.459,0.20675,2.481,12
217,M,1,0.236,1.252,0.744,1.488,2
217,M,17,0.471,0.648,0.5595,1.119,2
217,M,24,0.194,5.546,2.87,5.74,2
217,M,31,0.198,0.396,0.29700000000000004,0.5940000000000001,2
217,M,39,0.383,2.381,1.382,2.764,2
217,M,46,0.67,0.743,0.7065,1.413,2
217,O,1,1.516,1.516,1.516,1.516,1
217,O,17,0.617,0.617,0.617,0.617,1
217,O,24,0.608,0.608,0.608,0.608,1
217,O,31,1.125,1.125,1.125,1.125,1
217,O,39,0.263,0.263,0.263,0.263,1
217,O,46,1.046,1.046,1.046,1.046,1
218,,1,0.004,3.034,0.47719999999999996,19.087999999999997,40
218,,17,0.004,4.083,0.6473500000000001,25.894000000000002,40
218,,24,0.027,12.031,1.2455250000000002,49.821000000000005,40
218,,31,0.027,12.045,1.0933499999999998,43.733999999999995,40
218,,39,0.022,8.517,1.0700250000000002,42.80100000000001,40
218,,46,0.023,7.912,0.7652249999999998,30.60899999999999,40
218,A,1,0.114,0.114,0.114,0.114,1
218,A,17,0.111,0.111,0.111,0.111,1
218,A,24,0.035,0.035,0.035,0.035,1
218,A,31,0.113,0.113,0.113,0.113,1
218,A,39,0.11,0.11,0.11,0.11,1
218,A,46,0.109,0.109,0.109,0.109,1
218,C,1,0.04,0.376,0.224,0.896,4
218,C,17,0.086,0.707,0.411,1.644,4
218,C,24,0.066,3.269,0.921,3.684,4
218,C,31,0.034,1.579,0.4895,1.958,4
218,C,39,0.042,0.559,0.28675,1.147,4
218,C,46,0.047,0.661,0.4565,1.826,4
218,E,1,0.069,0.204,0.133,0.399,3
218,E,17,0.061,1.26,0.48,1.44,3
218,E,24,0.068,1.442,0.5463333333333333,1.639,3
218,E,31,0.009,0.287,0.142,0.426,3
218,E,39,0.0,2.337,0.8473333333333334,2.5420000000000003,3
218,E,46,0.068,0.437,0.2643333333333333,0.7929999999999999,3
218,G,1,0.252,0.713,0.48516666666666675,2.9110000000000005,6
218,G,17,0.053,1.008,0.45933333333333337,2.7560000000000002,6
218,G,24,0.091,1.088,0.525,3.1500000000000004,6
218,G,31,0.113,2.288,0.6265,3.759,6
218,G,39,0.127,1.113,0.5818333333333333,3.491,6
218,G,46,0.122,1.328,0.651,3.906,6
218,H,1,0.101,0.562,0.28933333333333333,0.868,3
218,H,17,1.292,2.954,1.8559999999999999,5.568,3
218,H,24,0.174,0.738,0.516,1.548,3
218,H,31,0.227,0.774,0.4123333333333334,1.237,3
218,H,39,0.351,0.849,0.5706666666666667,1.712,3
218,H,46,0.258,1.02,0.6793333333333335,2.0380000000000003,3
218,I,1,0.017,2.031,0.3976923076923077,10.34,26
218,I,17,0.009,2.804,0.390076923076923,10.141999999999998,26
218,I,24,0.009,2.972,0.4,10.4,26
218,I,31,0.009,2.456,0.40134615384615385,10.435,26
218,I,39,0.009,3.895,0.7938076923076921,20.638999999999996,26
218,I,46,0.109,1.379,0.527423076923077,13.713000000000003,26
218,J,1,0.352,0.352,0.352,0.352,1
218,J,17,0.129,0.129,0.129,0.129,1
218,J,24,1.516,1.516,1.516,1.516,1
218,J,31,0.205,0.205,0.205,0.205,1
218,J,39,0.329,0.329,0.329,0.329,1
218,J,46,0.75,0.75,0.75,0.75,1
218,K,1,0.03,0.994,0.21391666666666664,2.5669999999999997,12
218,K,17,0.024,0.429,0.12166666666666666,1.46,12
218,K,24,0.017,0.428,0.16066666666666668,1.9280000000000002,12
218,K,31,0.017,1.188,0.19166666666666668,2.3000000000000003,12
218,K,39,0.01,1.266,0.30483333333333335,3.658,12
218,K,46,0.033,0.877,0.2578333333333333,3.094,12
218,M,1,0.247,1.118,0.6825000000000001,1.3650000000000002,2
218,M,17,0.485,0.494,0.4895,0.979,2
218,M,24,0.294,4.006,2.15,4.3,2
218,M,31,0.205,0.512,0.3585,0.717,2
218,M,39,0.267,0.816,0.5415,1.083,2
218,M,46,0.32,0.994,0.657,1.314,2
218,O,1,0.689,0.689,0.689,0.689,1
218,O,17,0.218,0.218,0.218,0.218,1
218,O,24,1.295,1.295,1.295,1.295,1
218,O,31,0.428,0.428,0.428,0.428,1
218,O,39,0.193,0.193,0.193,0.193,1
218,O,46,5.34,5.34,5.34,5.34,1
219,,1,0.023,2.431,0.42137499999999994,16.854999999999997,40
219,,17,0.007,8.556,0.8162499999999999,32.65,40
219,,24,0.021,9.727,0.9535999999999998,38.14399999999999,40
219,,31,0.007,10.043,1.0106249999999999,40.425,40
219,,39,0.027,8.923,1.043525,41.741,40
219,,46,0.02,8.808,0.8457249999999996,33.828999999999986,40
219,A,1,0.067,0.067,0.067,0.067,1
219,A,17,0.11,0.11,0.11,0.11,1
219,A,24,0.024,0.024,0.024,0.024,1
219,A,31,0.093,0.093,0.093,0.093,1
219,A,39,0.112,0.112,0.112,0.112,1
219,A,46,0.067,0.067,0.067,0.067,1
219,C,1,0.041,0.559,0.27075000000000005,1.0830000000000002,4
219,C,17,0.037,1.621,0.75475,3.019,4
219,C,24,0.07,1.588,0.5632499999999999,2.2529999999999997,4
219,C,31,0.074,1.053,0.59325,2.373,4
219,C,39,0.081,2.313,0.7167500000000001,2.8670000000000004,4
219,C,46,0.573,0.895,0.65875,2.635,4
219,E,1,0.042,0.432,0.23666666666666666,0.71,3
219,E,17,0.0,0.505,0.212,0.636,3
219,E,24,0.058,2.922,1.1420000000000001,3.426,3
219,E,31,0.069,0.415,0.20566666666666666,0.617,3
219,E,39,0.108,1.438,0.9476666666666667,2.843,3
219,E,46,0.308,0.522,0.41933333333333334,1.258,3
219,G,1,0.07,0.685,0.3001666666666667,1.8010000000000002,6
219,G,17,0.055,0.588,0.29283333333333333,1.757,6
219,G,24,0.113,1.73,0.5845,3.507,6
219,G,31,0.062,2.075,0.596,3.576,6
219,G,39,0.065,3.914,1.4565000000000001,8.739,6
219,G,46,0.269,0.791,0.5844999999999999,3.5069999999999997,6
219,H,1,0.017,0.86,0.363,1.089,3
219,H,17,0.049,0.471,0.24366666666666667,0.731,3
219,H,24,0.179,0.588,0.36033333333333334,1.081,3
219,H,31,0.122,0.656,0.38633333333333336,1.159,3
219,H,39,0.092,0.473,0.3163333333333333,0.949,3
219,H,46,0.075,2.004,0.9246666666666666,2.774,3
219,I,1,0.039,2.143,0.3866538461538462,10.053,26
219,I,17,0.009,3.222,0.4910384615384616,12.767000000000001,26
219,I,24,0.009,1.747,0.41276923076923067,10.731999999999998,26
219,I,31,0.009,1.711,0.29373076923076924,7.6370000000000005,26
219,I,39,0.009,4.3,0.647923076923077,16.846000000000004,26
219,I,46,0.11,1.266,0.5821153846153846,15.135,26
219,J,1,1.477,1.477,1.477,1.477,1
219,J,17,0.173,0.173,0.173,0.173,1
219,J,24,0.385,0.385,0.385,0.385,1
219,J,31,0.372,0.372,0.372,0.372,1
219,J,39,0.722,0.722,0.722,0.722,1
219,J,46,0.755,0.755,0.755,0.755,1
219,K,1,0.031,1.966,0.27,3.24,12
219,K,17,0.033,1.113,0.20533333333333334,2.464,12
219,K,24,0.042,0.3,0.15241666666666667,1.829,12
219,K,31,0.063,0.738,0.23491666666666666,2.819,12
219,K,39,0.035,0.512,0.24508333333333332,2.941,12
219,K,46,0.085,0.59,0.2876666666666667,3.4520000000000004,12
219,M,1,0.266,1.2,0.733,1.466,2
219,M,17,0.455,0.522,0.48850000000000005,0.9770000000000001,2
219,M,24,0.213,0.796,0.5045000000000001,1.0090000000000001,2
219,M,31,0.319,4.013,2.166,4.332,2
219,M,39,0.28,0.511,0.3955,0.791,2
219,M,46,0.592,1.276,0.9339999999999999,1.8679999999999999,2
219,O,1,0.492,0.492,0.492,0.492,1
219,O,17,0.784,0.784,0.784,0.784,1
219,O,24,0.975,0.975,0.975,0.975,1
219,O,31,2.434,2.434,2.434,2.434,1
219,O,39,0.402,0.402,0.402,0.402,1
219,O,46,0.56,0.56,0.56,0.56,1
220,,1,0.02,2.15,0.4298750000000001,17.195000000000004,40
220,,17,0.005,3.348,0.5336500000000001,21.346000000000004,40
220,,24,0.027,9.919,0.9227749999999999,36.910999999999994,40
220,,31,0.028,8.922,0.8328750000000001,33.315000000000005,40
220,,39,0.023,8.875,1.361325,54.452999999999996,40
220,,46,0.009,9.338,0.89275,35.71,40
220,A,1,0.109,0.109,0.109,0.109,1
220,A,17,0.111,0.111,0.111,0.111,1
220,A,24,0.024,0.024,0.024,0.024,1
220,A,31,0.115,0.115,0.115,0.115,1
220,A,39,0.113,0.113,0.113,0.113,1
220,A,46,0.114,0.114,0.114,0.114,1
220,C,1,0.203,0.923,0.42425,1.697,4
220,C,17,0.129,0.756,0.39949999999999997,1.5979999999999999,4
220,C,24,0.062,4.478,1.2037499999999999,4.8149999999999995,4
220,C,31,0.036,0.3,0.16924999999999998,0.6769999999999999,4
220,C,39,0.036,0.321,0.20925,0.837,4
220,C,46,0.212,0.506,0.393,1.572,4
220,E,1,0.185,0.57,0.4206666666666667,1.262,3
220,E,17,0.048,1.438,0.5339999999999999,1.6019999999999999,3
220,E,24,0.11,0.871,0.38633333333333336,1.159,3
220,E,31,0.011,0.111,0.048666666666666664,0.146,3
220,E,39,0.059,0.313,0.146,0.438,3
220,E,46,0.018,0.713,0.3303333333333333,0.991,3
220,G,1,0.22,0.444,0.32916666666666666,1.975,6
220,G,17,0.047,0.546,0.2708333333333333,1.625,6
220,G,24,0.385,2.461,0.8701666666666665,5.220999999999999,6
220,G,31,0.151,1.799,0.7061666666666667,4.237,6
220,G,39,0.061,4.176,1.4396666666666667,8.638,6
220,G,46,0.061,1.843,0.7494999999999999,4.497,6
220,H,1,0.026,2.309,1.3579999999999999,4.074,3
220,H,17,0.03,0.52,0.27566666666666667,0.8270000000000001,3
220,H,24,0.019,0.356,0.19233333333333333,0.577,3
220,H,31,0.042,3.656,1.4123333333333334,4.237,3
220,H,39,0.019,0.931,0.49433333333333335,1.483,3
220,H,46,0.079,0.578,0.409,1.2269999999999999,3
220,I,1,0.039,1.463,0.39842307692307694,10.359,26
220,I,17,0.009,4.552,0.47523076923076923,12.356,26
220,I,24,0.009,3.074,0.6282692307692308,16.335,26
220,I,31,0.009,2.096,0.45076923076923064,11.719999999999997,26
220,I,39,0.009,2.369,0.5761153846153847,14.979000000000003,26
220,I,46,0.108,2.89,0.6925,18.005,26
220,J,1,0.282,0.282,0.282,0.282,1
220,J,17,0.145,0.145,0.145,0.145,1
220,J,24,0.898,0.898,0.898,0.898,1
220,J,31,1.077,1.077,1.077,1.077,1
220,J,39,0.833,0.833,0.833,0.833,1
220,J,46,0.521,0.521,0.521,0.521,1
220,K,1,0.046,1.329,0.21666666666666665,2.5999999999999996,12
220,K,17,0.016,0.357,0.12141666666666667,1.457,12
220,K,24,0.013,0.895,0.29308333333333336,3.5170000000000003,12
220,K,31,0.024,0.822,0.18991666666666662,2.2789999999999995,12
220,K,39,0.04,0.423,0.17791666666666664,2.135,12
220,K,46,0.072,1.161,0.30116666666666664,3.614,12
220,M,1,0.488,1.33,0.909,1.818,2
220,M,17,0.206,0.243,0.22449999999999998,0.44899999999999995,2
220,M,24,0.511,1.575,1.043,2.086,2
220,M,31,0.206,0.599,0.40249999999999997,0.8049999999999999,2
220,M,39,0.275,0.957,0.616,1.232,2
220,M,46,0.244,4.494,2.3689999999999998,4.7379999999999995,2
220,O,1,0.682,0.682,0.682,0.682,1
220,O,17,0.186,0.186,0.186,0.186,1
220,O,24,0.355,0.355,0.355,0.355,1
220,O,31,0.458,0.458,0.458,0.458,1
220,O,39,0.245,0.245,0.245,0.245,1
220,O,46,1.024,1.024,1.024,1.024,1
221,,1,0.01,2.275,0.4438536585365853,18.197999999999997,41
221,,17,0.009,5.609,0.6236585365853657,25.569999999999993,41
221,,24,0.02,9.052,0.8563170731707314,35.10899999999999,41
221,,31,0.02,9.45,0.9178048780487804,37.629999999999995,41
221,,39,0.02,8.82,1.2020731707317076,49.28500000000001,41
221,,46,0.02,6.314,0.7736341463414632,31.71899999999999,41
221,A,1,0.025,0.025,0.025,0.025,1
221,A,17,0.081,0.081,0.081,0.081,1
221,A,24,0.112,0.112,0.112,0.112,1
221,A,31,0.073,0.073,0.073,0.073,1
221,A,39,0.024,0.024,0.024,0.024,1
221,A,46,0.115,0.115,0.115,0.115,1
221,C,1,0.217,0.508,0.348,1.392,4
221,C,17,0.094,0.823,0.45275,1.811,4
221,C,24,0.043,0.631,0.29275,1.171,4
221,C,31,0.924,4.883,2.4705000000000004,9.882000000000001,4
221,C,39,0.045,2.051,0.7030000000000001,2.8120000000000003,4
221,C,46,0.267,0.776,0.53625,2.145,4
221,E,1,0.031,0.308,0.16733333333333333,0.502,3
221,E,17,0.004,1.247,0.47066666666666673,1.4120000000000001,3
221,E,24,0.069,0.903,0.48900000000000005,1.467,3
221,E,31,0.028,0.433,0.20533333333333334,0.616,3
221,E,39,0.011,3.818,1.3893333333333333,4.168,3
221,E,46,0.068,0.437,0.2336666666666667,0.7010000000000001,3
221,G,1,0.057,0.858,0.41083333333333333,2.465,6
221,G,17,0.081,0.353,0.22799999999999998,1.3679999999999999,6
221,G,24,0.164,1.715,0.7513333333333333,4.508,6
221,G,31,0.048,2.607,0.9551666666666668,5.731000000000001,6
221,G,39,0.047,0.822,0.4186666666666667,2.512,6
221,G,46,0.142,1.39,0.5681666666666666,3.409,6
221,H,1,0.102,0.536,0.381,1.143,3
221,H,17,0.08,0.494,0.24266666666666667,0.728,3
221,H,24,0.089,0.508,0.304,0.912,3
221,H,31,0.111,0.404,0.222,0.666,3
221,H,39,0.019,0.762,0.4873333333333334,1.4620000000000002,3
221,H,46,0.042,0.803,0.5426666666666667,1.6280000000000001,3
221,I,1,0.057,0.825,0.3596538461538462,9.351,26
221,I,17,0.009,5.165,0.48584615384615376,12.631999999999998,26
221,I,24,0.009,2.602,0.7022692307692309,18.259000000000004,26
221,I,31,0.009,1.912,0.4878076923076923,12.683,26
221,I,39,0.009,2.474,0.7148076923076925,18.585000000000004,26
221,I,46,0.11,2.276,0.5528846153846152,14.374999999999996,26
221,J,1,0.143,0.143,0.143,0.143,1
221,J,17,0.193,0.193,0.193,0.193,1
221,J,24,0.172,0.172,0.172,0.172,1
221,J,31,0.435,0.435,0.435,0.435,1
221,J,39,0.149,0.149,0.149,0.149,1
221,J,46,0.499,0.499,0.499,0.499,1
221,K,1,0.023,1.645,0.32116666666666666,3.854,12
221,K,17,0.02,0.56,0.13841666666666672,1.6610000000000005,12
221,K,24,0.01,1.247,0.28341666666666665,3.401,12
221,K,31,0.01,1.788,0.35749999999999993,4.289999999999999,12
221,K,39,0.075,1.666,0.3970000000000001,4.764000000000001,12
221,K,46,0.083,0.68,0.24150000000000002,2.898,12
221,M,1,0.197,0.984,0.5905,1.181,2
221,M,17,0.151,0.57,0.3605,0.721,2
221,M,24,0.211,0.226,0.2185,0.437,2
221,M,31,0.245,0.26,0.2525,0.505,2
221,M,39,0.27,0.326,0.29800000000000004,0.5960000000000001,2
221,M,46,0.477,1.169,0.823,1.646,2
221,O,1,0.189,0.189,0.189,0.189,1
221,O,17,0.222,0.222,0.222,0.222,1
221,O,24,0.848,0.848,0.848,0.848,1
221,O,31,0.396,0.396,0.396,0.396,1
221,O,39,0.514,0.514,0.514,0.514,1
221,O,46,0.617,0.617,0.617,0.617,1
222,,1,0.008,2.7,0.4775853658536586,19.581000000000003,41
222,,17,0.013,6.939,0.7688048780487803,31.520999999999994,41
222,,24,0.013,11.881,1.2253170731707317,50.238,41
222,,31,0.019,9.61,1.1595121951219507,47.53999999999998,41
222,,39,0.028,9.323,1.0249512195121955,42.02300000000001,41
222,,46,0.027,3.211,0.7228292682926828,29.635999999999996,41
222,A,1,0.04,0.04,0.04,0.04,1
222,A,17,0.074,0.074,0.074,0.074,1
222,A,24,0.112,0.112,0.112,0.112,1
222,A,31,0.057,0.057,0.057,0.057,1
222,A,39,0.024,0.024,0.024,0.024,1
222,A,46,0.115,0.115,0.115,0.115,1
222,C,1,0.138,0.455,0.28900000000000003,1.1560000000000001,4
222,C,17,0.033,2.447,0.784,3.136,4
222,C,24,0.045,4.583,1.22,4.88,4
222,C,31,0.093,1.313,0.47775,1.911,4
222,C,39,0.144,3.68,1.229,4.916,4
222,C,46,0.397,1.899,0.8340000000000001,3.3360000000000003,4
222,E,1,0.059,0.213,0.14033333333333334,0.42100000000000004,3
222,E,17,0.066,0.735,0.35566666666666663,1.067,3
222,E,24,0.046,2.565,1.009,3.0269999999999997,3
222,E,31,0.033,3.267,1.281,3.843,3
222,E,39,0.055,2.27,1.513,4.539,3
222,E,46,0.047,0.465,0.321,0.9630000000000001,3
222,G,1,0.115,0.506,0.329,1.974,6
222,G,17,0.051,0.38,0.19699999999999998,1.182,6
222,G,24,0.048,1.123,0.5963333333333334,3.5780000000000003,6
222,G,31,0.081,0.633,0.3376666666666667,2.0260000000000002,6
222,G,39,0.076,2.41,0.843,5.058,6
222,G,46,0.055,1.274,0.6323333333333333,3.794,6
222,H,1,0.063,1.032,0.611,1.833,3
222,H,17,0.019,0.591,0.27166666666666667,0.815,3
222,H,24,0.019,0.478,0.3176666666666667,0.9530000000000001,3
222,H,31,0.019,0.658,0.3986666666666667,1.1960000000000002,3
222,H,39,0.019,2.649,1.0343333333333333,3.103,3
222,H,46,0.042,1.024,0.4266666666666667,1.28,3
222,I,1,0.022,1.01,0.3394615384615385,8.826,26
222,I,17,0.009,3.127,0.48196153846153844,12.530999999999999,26
222,I,24,0.009,2.408,0.505,13.129999999999999,26
222,I,31,0.007,1.824,0.32284615384615384,8.394,26
222,I,39,0.009,4.588,0.6914230769230769,17.977,26
222,I,46,0.008,5.134,0.8422692307692307,21.898999999999997,26
222,J,1,0.197,0.197,0.197,0.197,1
222,J,17,0.162,0.162,0.162,0.162,1
